url_path,views_total,views_unique
/ConesaLab/IsoAnnot,10,8
/ConesaLab/IsoAnnot/blob/main/README.md,6,2
/ConesaLab/IsoAnnot/tree/main/IsoAnnot,5,1
/ConesaLab/IsoAnnot/blob/main/IsoAnnot/isoannot.sh,2,1
/ConesaLab/IsoAnnot/tree/v0.9.0b1,2,1
/ConesaLab/IsoAnnot/tree/v0.9.0b1/IsoAnnot/config/ensembl/hsapiens,2,1
/ConesaLab/IsoAnnot/blob/057256202357274e7a5366c2c030b22ef5cd4b6a/IsoAnnot/scripts/referenceSQANTI.py,1,1
/ConesaLab/IsoAnnot/blob/main/IsoAnnot/config/mytranscripts/hsapiens/config.yaml,1,1
/ConesaLab/IsoAnnot/blob/releases/0.9.0b1/IsoAnnot/isoannot.sh,1,1
/ConesaLab/IsoAnnot/blob/v0.9.0b1/IsoAnnot/config/ensembl/hsapiens/Snakefile.smk,1,1
