url_path,views_total,views_unique
/ConesaLab/IsoAnnot,14,9
/ConesaLab/IsoAnnot/tree/main,3,1
/ConesaLab/IsoAnnot/tree/main/IsoAnnot/config,2,1
/ConesaLab/IsoAnnot/blob/main/IsoAnnot/config/generic/config.yaml,1,1
/ConesaLab/IsoAnnot/blob/main/IsoAnnot/config/mytranscripts/hsapiens/config.yaml,1,1
/ConesaLab/IsoAnnot/blob/main/IsoAnnot/isoannot.sh,1,1
/ConesaLab/IsoAnnot/issues,1,1
/ConesaLab/IsoAnnot/tree/main/IsoAnnot,1,1
/ConesaLab/IsoAnnot/tree/main/IsoAnnot/config/generic,1,1
/ConesaLab/IsoAnnot/tree/main/IsoAnnot/config/mytranscripts/hsapiens,1,1
