url_path,views_total,views_unique
/ConesaLab/IsoAnnot,8,3
/ConesaLab/IsoAnnot/tree/main/IsoAnnot/config,5,1
/ConesaLab/IsoAnnot/tree/main/IsoAnnot/config/mytranscripts/hsapiens,5,1
/ConesaLab/IsoAnnot/tree/main/.github/workflows,4,1
/ConesaLab/IsoAnnot/tree/main/IsoAnnot/config/refseq/hsapiens,4,1
/ConesaLab/IsoAnnot/tree/main/IsoAnnot,3,1
/ConesaLab/IsoAnnot/tree/main/IsoAnnot/config/generic,3,1
/ConesaLab/IsoAnnot/tree/main/IsoAnnot/config/refseq,3,1
/ConesaLab/IsoAnnot/tree/main/IsoAnnot/scripts,3,1
/ConesaLab/IsoAnnot/blob/main/IsoAnnot/config/ensembl/hsapiens/config.yaml,2,1
