url_path,views_total,views_unique
/ConesaLab/IsoAnnot,26,12
/ConesaLab/IsoAnnot/issues,8,3
/ConesaLab/IsoAnnot/blob/main/README.md,7,1
/ConesaLab/IsoAnnot/blob/057256202357274e7a5366c2c030b22ef5cd4b6a/IsoAnnot/scripts/referenceSQANTI.py,5,4
/ConesaLab/IsoAnnot/issues/10,5,2
/ConesaLab/IsoAnnot/blob/main/IsoAnnot/scripts/uniprotPhosphosite_annotation.py,5,1
/ConesaLab/IsoAnnot/tree/main/IsoAnnot,5,1
/ConesaLab/IsoAnnot/tree/releases/0.9.0b1,4,2
/ConesaLab/IsoAnnot/tree/releases/0.9.0b1/IsoAnnot,4,2
/ConesaLab/IsoAnnot/tree/releases/0.9.0b1/IsoAnnot/scripts,4,1
