url_path,views_total,views_unique
/ConesaLab/IsoAnnot,14,12
/ConesaLab/IsoAnnot/branches,2,2
/ConesaLab/IsoAnnot/tree/github-repo-stats,2,2
/ConesaLab/IsoAnnot/tree/github-repo-stats/ConesaLab/IsoAnnot,2,1
/ConesaLab/IsoAnnot/blob/main/README.md,1,1
/ConesaLab/IsoAnnot/issues,1,1
/ConesaLab/IsoAnnot/issues/10,1,1
/ConesaLab/IsoAnnot/releases/tag/v0.9.0b1,1,1
/ConesaLab/IsoAnnot/tree/main/IsoAnnot,1,1
